title,company,location,city,date,link
Data Engineer,BOX8,India,India,2025-05-30,https://in.linkedin.com/jobs/view/data-engineer-at-box8-4240914373?position=1&pageNum=0&refId=%2Fx1qWIcP%2FULB9JzsEfCgAw%3D%3D&trackingId=zsoMjjIhbK8cx0RaUaB0hg%3D%3D
Data Engineer II [T500-19642],McDonald's,India,India,2025-08-08,https://in.linkedin.com/jobs/view/data-engineer-ii-t500-19642-at-mcdonald-s-4282147859?position=2&pageNum=0&refId=%2Fx1qWIcP%2FULB9JzsEfCgAw%3D%3D&trackingId=vLRaaI49rGoKux%2Ffkg71DA%3D%3D
Data Engineer II [T500-19595],McDonald's,India,India,2025-08-07,https://in.linkedin.com/jobs/view/data-engineer-ii-t500-19595-at-mcdonald-s-4281487240?position=3&pageNum=0&refId=%2Fx1qWIcP%2FULB9JzsEfCgAw%3D%3D&trackingId=fEJ6Dz9Q6Q76TwTBM573Zg%3D%3D
Data Engineer ( AM),KPMG India,India,India,2025-08-12,https://in.linkedin.com/jobs/view/data-engineer-am-at-kpmg-india-4283366096?position=4&pageNum=0&refId=%2Fx1qWIcP%2FULB9JzsEfCgAw%3D%3D&trackingId=PKr0uWIzc7CoRxiRmNpEhw%3D%3D
Data Engineer,MakeMyTrip,India,India,2025-07-29,https://in.linkedin.com/jobs/view/data-engineer-at-makemytrip-4273701706?position=5&pageNum=0&refId=%2Fx1qWIcP%2FULB9JzsEfCgAw%3D%3D&trackingId=nqELJOgfUhGbqeZco16ATA%3D%3D
Software Engineer (Backend 3-5yrs),PhonePe,India,India,2025-07-31,https://in.linkedin.com/jobs/view/software-engineer-backend-3-5yrs-at-phonepe-4250613909?position=8&pageNum=0&refId=%2Fx1qWIcP%2FULB9JzsEfCgAw%3D%3D&trackingId=DmW9ReUeFf1WPvOL4mxTtg%3D%3D
Data Engineer,PwC India,India,India,2025-07-28,https://in.linkedin.com/jobs/view/data-engineer-at-pwc-india-4273215026?position=9&pageNum=0&refId=%2Fx1qWIcP%2FULB9JzsEfCgAw%3D%3D&trackingId=crpD4nR7vTAjkfmykUKgOA%3D%3D
ICICI Securities - Data Engineer - Python/SQL/ETL,ICICIDirect,India,India,2025-05-21,https://in.linkedin.com/jobs/view/icici-securities-data-engineer-python-sql-etl-at-icicidirect-4233880080?position=10&pageNum=0&refId=%2Fx1qWIcP%2FULB9JzsEfCgAw%3D%3D&trackingId=dPst25oQkJgAbBbl2uN%2Frw%3D%3D
Data Engineer,Infosys,India,India,2025-08-01,https://in.linkedin.com/jobs/view/data-engineer-at-infosys-4239288194?position=11&pageNum=0&refId=%2Fx1qWIcP%2FULB9JzsEfCgAw%3D%3D&trackingId=cuT4hvsecXB9RKgekEH8TQ%3D%3D
Data Engineer I,Amazon,India,India,2025-07-29,https://in.linkedin.com/jobs/view/data-engineer-i-at-amazon-4219902264?position=12&pageNum=0&refId=%2Fx1qWIcP%2FULB9JzsEfCgAw%3D%3D&trackingId=jA0GxjUjFUuxnvcmmgzv7w%3D%3D
Data Engineer III [T500-19644],McDonald's,India,India,2025-08-08,https://in.linkedin.com/jobs/view/data-engineer-iii-t500-19644-at-mcdonald-s-4282153228?position=16&pageNum=0&refId=%2Fx1qWIcP%2FULB9JzsEfCgAw%3D%3D&trackingId=Y037RwrfXGjB%2BydXX6%2F%2B1g%3D%3D
Senior Data Engineer,Godrej & Boyce Mfg. Co. Ltd.,India,India,2025-08-06,https://in.linkedin.com/jobs/view/senior-data-engineer-at-godrej-boyce-mfg-co-ltd-4280754542?position=17&pageNum=0&refId=%2Fx1qWIcP%2FULB9JzsEfCgAw%3D%3D&trackingId=%2F%2BVAazI2cvoTRFRPKjYMkg%3D%3D
"Associate, Data Engineer",Bain & Company,India,India,2024-12-09,https://in.linkedin.com/jobs/view/associate-data-engineer-at-bain-company-3950872092?position=18&pageNum=0&refId=%2Fx1qWIcP%2FULB9JzsEfCgAw%3D%3D&trackingId=8wL9M3vNfPUIpHkQ8AlBBg%3D%3D
Data Engineer,Lenovo,India,India,2025-08-14,https://in.linkedin.com/jobs/view/data-engineer-at-lenovo-4259502618?position=19&pageNum=0&refId=%2Fx1qWIcP%2FULB9JzsEfCgAw%3D%3D&trackingId=ZNEkK16Pm4DFhU4nFqos%2Fg%3D%3D
Data Engineer,Persistent Systems,India,India,2025-07-22,https://in.linkedin.com/jobs/view/data-engineer-at-persistent-systems-4268543953?position=20&pageNum=0&refId=%2Fx1qWIcP%2FULB9JzsEfCgAw%3D%3D&trackingId=Y8Ap1zVQxEViQBvel2UOXg%3D%3D
