title,company,location,city,date,link
AI/ML Scientist,Sirius AI,India,India,2026-02-03,https://in.linkedin.com/jobs/view/ai-ml-scientist-at-sirius-ai-4368098906?position=1&pageNum=0&refId=uyjCyGUmevrawkeme9Vkkg%3D%3D&trackingId=%2FJgj0HOebz7NqiGXbmUfjA%3D%3D
Data Scientist,Deloitte,India,India,2026-02-04,https://in.linkedin.com/jobs/view/data-scientist-at-deloitte-4358071311?position=2&pageNum=0&refId=uyjCyGUmevrawkeme9Vkkg%3D%3D&trackingId=fL3u120qEkBU8OXZpFMqEQ%3D%3D
Data Scientist,Deloitte,India,India,2026-02-04,https://in.linkedin.com/jobs/view/data-scientist-at-deloitte-4358851477?position=3&pageNum=0&refId=uyjCyGUmevrawkeme9Vkkg%3D%3D&trackingId=WWxRVjhgkBNgnyZV5xcMRQ%3D%3D
AI/ML,Infosys,India,India,2026-01-28,https://in.linkedin.com/jobs/view/ai-ml-at-infosys-4366417933?position=4&pageNum=0&refId=uyjCyGUmevrawkeme9Vkkg%3D%3D&trackingId=f7gADdgrxsLrR8Stp%2Brz%2FA%3D%3D
S2R_DNA_Python ML/Data Science_Q4_FY 26,Infosys,India,India,2026-01-31,https://in.linkedin.com/jobs/view/s2r-dna-python-ml-data-science-q4-fy-26-at-infosys-4367700245?position=7&pageNum=0&refId=uyjCyGUmevrawkeme9Vkkg%3D%3D&trackingId=2mGkz1SmfKv9tD8XqKWl%2BQ%3D%3D
Machine Learning Engineer,Meril,India,India,2026-01-10,https://in.linkedin.com/jobs/view/machine-learning-engineer-at-meril-4351821113?position=8&pageNum=0&refId=uyjCyGUmevrawkeme9Vkkg%3D%3D&trackingId=S1dVVFc8%2Fd%2FXZt0ABVidjw%3D%3D
Freelance Machine Learning Engineer (Python),Mindrift,India,India,2026-02-03,https://in.linkedin.com/jobs/view/freelance-machine-learning-engineer-python-at-mindrift-4368622003?position=9&pageNum=0&refId=uyjCyGUmevrawkeme9Vkkg%3D%3D&trackingId=g8NrVR8FEArmXUqb6Y79Vw%3D%3D
Freelance Machine Learning Engineer (Python),Mindrift,India,India,2026-02-03,https://in.linkedin.com/jobs/view/freelance-machine-learning-engineer-python-at-mindrift-4368622004?position=10&pageNum=0&refId=uyjCyGUmevrawkeme9Vkkg%3D%3D&trackingId=7ozjdW6M4YhOkArgZSkrLw%3D%3D
Python ML,Infosys,India,India,2026-01-28,https://in.linkedin.com/jobs/view/python-ml-at-infosys-4366414991?position=11&pageNum=0&refId=uyjCyGUmevrawkeme9Vkkg%3D%3D&trackingId=ebr53XHn6ug9nyUFqDY2Ug%3D%3D
Freelance Machine Learning Engineer (Python),Mindrift,India,India,2026-02-03,https://in.linkedin.com/jobs/view/freelance-machine-learning-engineer-python-at-mindrift-4368606940?position=12&pageNum=0&refId=uyjCyGUmevrawkeme9Vkkg%3D%3D&trackingId=Dh5oyJ%2F0J1XguTyijvCIcA%3D%3D
Data Scientist,MakeMyTrip,India,India,2026-01-23,https://in.linkedin.com/jobs/view/data-scientist-at-makemytrip-4365525932?position=16&pageNum=0&refId=uyjCyGUmevrawkeme9Vkkg%3D%3D&trackingId=2ZU1uNSg1J5yOYcKrCdA9w%3D%3D
Data Scientist,Meta,India,India,2026-02-03,https://in.linkedin.com/jobs/view/data-scientist-at-meta-4357376483?position=17&pageNum=0&refId=uyjCyGUmevrawkeme9Vkkg%3D%3D&trackingId=XyJe%2Fd81KLN4p4Xhlcr2Mw%3D%3D
Freelance Machine Learning Engineer (Python),Mindrift,India,India,2026-02-03,https://in.linkedin.com/jobs/view/freelance-machine-learning-engineer-python-at-mindrift-4368614844?position=18&pageNum=0&refId=uyjCyGUmevrawkeme9Vkkg%3D%3D&trackingId=HNa%2BrMF2hEPPUpI5qYuoyg%3D%3D
Freelance Machine Learning Engineer (Python),Mindrift,India,India,2026-02-03,https://in.linkedin.com/jobs/view/freelance-machine-learning-engineer-python-at-mindrift-4368605911?position=19&pageNum=0&refId=uyjCyGUmevrawkeme9Vkkg%3D%3D&trackingId=nBM7qdslE1%2BG2SBAGwCsvA%3D%3D
Freelance Machine Learning Engineer (Python),Mindrift,India,India,2026-02-03,https://in.linkedin.com/jobs/view/freelance-machine-learning-engineer-python-at-mindrift-4368620126?position=20&pageNum=0&refId=uyjCyGUmevrawkeme9Vkkg%3D%3D&trackingId=7BiAKaCShKoANdY4%2FlKc6A%3D%3D
Data Scientist,AB InBev GCC India,India,India,2026-01-21,https://in.linkedin.com/jobs/view/data-scientist-at-ab-inbev-gcc-india-4360394041?position=24&pageNum=0&refId=uyjCyGUmevrawkeme9Vkkg%3D%3D&trackingId=3YLy5v7girxl7Ll8tJIs8g%3D%3D
