title,company,location,city,date,link
"Data Engineer I, Data Engineer RBS",Amazon,India,India,2026-09-09,https://in.linkedin.com/jobs/view/data-engineer-i-data-engineer-rbs-at-amazon-4455791891?position=1&pageNum=0&refId=bND790am0%2FMCxjETYB%2FBqw%3D%3D&trackingId=jX5Aljc8JGkUyNqL%2FvG%2FCQ%3D%3D
"Data Engineer-I, SmartCommerce",Amazon,India,India,2026-09-10,https://in.linkedin.com/jobs/view/data-engineer-i-smartcommerce-at-amazon-4456356753?position=2&pageNum=0&refId=bND790am0%2FMCxjETYB%2FBqw%3D%3D&trackingId=1ENZZ%2FKq%2B9bY3hDvJew7Wg%3D%3D
Azure Data Engineer,Edwards Vacuum,India,India,2026-08-26,https://in.linkedin.com/jobs/view/azure-data-engineer-at-edwards-vacuum-4440204292?position=3&pageNum=0&refId=bND790am0%2FMCxjETYB%2FBqw%3D%3D&trackingId=CeKmtHqfyIED2Av2TNIqyQ%3D%3D
Azure Data Engineer,EXL,India,India,2026-09-10,https://in.linkedin.com/jobs/view/azure-data-engineer-at-exl-4446571702?position=4&pageNum=0&refId=bND790am0%2FMCxjETYB%2FBqw%3D%3D&trackingId=5Mx1PvI3%2BDuIoTn1eR%2BOqw%3D%3D
Data Engineer,Bayzat,India,India,2026-01-09,https://in.linkedin.com/jobs/view/data-engineer-at-bayzat-4368691109?position=7&pageNum=0&refId=bND790am0%2FMCxjETYB%2FBqw%3D%3D&trackingId=C%2BKq6tPrFUCqNxXQKIS5Og%3D%3D
"Oliver Wyman - Data Engineer / Senior Data Engineer - Data and Analytics (DNA) - Gurugram, India",Oliver Wyman,India,India,2026-08-28,https://in.linkedin.com/jobs/view/oliver-wyman-data-engineer-senior-data-engineer-data-and-analytics-dna-gurugram-india-at-oliver-wyman-4460350337?position=8&pageNum=0&refId=bND790am0%2FMCxjETYB%2FBqw%3D%3D&trackingId=sJfIX%2FovShBNtL6VBXaLUw%3D%3D
Data Engineer-Senior II,FedEx,India,India,2026-08-18,https://in.linkedin.com/jobs/view/data-engineer-senior-ii-at-fedex-4454470953?position=9&pageNum=0&refId=bND790am0%2FMCxjETYB%2FBqw%3D%3D&trackingId=K%2FsmVtIN1q0bWO%2FBmY58OA%3D%3D
Senior Databricks Data Engineer,Saarthee,India,India,2026-06-25,https://in.linkedin.com/jobs/view/senior-databricks-data-engineer-at-saarthee-4432674674?position=10&pageNum=0&refId=bND790am0%2FMCxjETYB%2FBqw%3D%3D&trackingId=nhWnseYUEFu2zqRpKJp4xA%3D%3D
Azure Data Engineer,Tata Consultancy Services,India,India,2026-09-08,https://in.linkedin.com/jobs/view/azure-data-engineer-at-tata-consultancy-services-4463540536?position=11&pageNum=0&refId=bND790am0%2FMCxjETYB%2FBqw%3D%3D&trackingId=%2BxqCMEpIHNLZYSGmAwN4Eg%3D%3D
AWS Data Engineer,EXL,India,India,2026-09-07,https://in.linkedin.com/jobs/view/aws-data-engineer-at-exl-4462938447?position=15&pageNum=0&refId=bND790am0%2FMCxjETYB%2FBqw%3D%3D&trackingId=gHjD44hKLfggsQ2ucH%2Btsg%3D%3D
Data Engineer / Senior Data Engineer (B),v4c.ai,India,India,2026-07-23,https://in.linkedin.com/jobs/view/data-engineer-senior-data-engineer-b-at-v4c-ai-4444799286?position=16&pageNum=0&refId=bND790am0%2FMCxjETYB%2FBqw%3D%3D&trackingId=nqUPSu3U5ktoi%2BoZcuVQfw%3D%3D
Senior Data Engineer,SourcingXPress,India,India,2026-01-17,https://in.linkedin.com/jobs/view/senior-data-engineer-at-sourcingxpress-4362311711?position=17&pageNum=0&refId=bND790am0%2FMCxjETYB%2FBqw%3D%3D&trackingId=wB%2BJNOJvfBJIf0A%2FcVfdkA%3D%3D
Senior Data Engineer — Enterprise Data Platform,Basware,India,India,2026-08-26,https://in.linkedin.com/jobs/view/senior-data-engineer-%E2%80%94-enterprise-data-platform-at-basware-4423913467?position=18&pageNum=0&refId=bND790am0%2FMCxjETYB%2FBqw%3D%3D&trackingId=JAzyAkQEbLfG2WgXf9G9Sw%3D%3D
Data Engineer,Bayzat,India,India,2026-01-09,https://in.linkedin.com/jobs/view/data-engineer-at-bayzat-4368695073?position=19&pageNum=0&refId=bND790am0%2FMCxjETYB%2FBqw%3D%3D&trackingId=uDCeS9b80xkUiw3wGlJQQQ%3D%3D
Data Engineer-Data Platforms-Google,IBM,India,India,2026-09-07,https://in.linkedin.com/jobs/view/data-engineer-data-platforms-google-at-ibm-4461881482?position=23&pageNum=0&refId=bND790am0%2FMCxjETYB%2FBqw%3D%3D&trackingId=jewCpX3afriCo31Q4RoQ7w%3D%3D
Lead Data Engineer,NationsBenefits,India,India,2026-07-09,https://in.linkedin.com/jobs/view/lead-data-engineer-at-nationsbenefits-4438680949?position=24&pageNum=0&refId=bND790am0%2FMCxjETYB%2FBqw%3D%3D&trackingId=1Olc3Ke3ZW1tF4gRNCqKmw%3D%3D
Data Engineer - Spark,Chargebee,India,India,2026-08-31,https://in.linkedin.com/jobs/view/data-engineer-spark-at-chargebee-4459785362?position=25&pageNum=0&refId=bND790am0%2FMCxjETYB%2FBqw%3D%3D&trackingId=tHzWU%2BjdDzf0Y9tuRNfoCA%3D%3D
Eucloid - Lead Data Engineer - ETL/Apache Spark,Eucloid Data Solutions,India,India,2026-07-10,https://in.linkedin.com/jobs/view/eucloid-lead-data-engineer-etl-apache-spark-at-eucloid-data-solutions-4438869097?position=26&pageNum=0&refId=bND790am0%2FMCxjETYB%2FBqw%3D%3D&trackingId=bmdXkOQKvBqOFkN%2BKsuPqw%3D%3D
Data Engineer [T500-29045],Stolt-Nielsen,India,India,2026-09-01,https://in.linkedin.com/jobs/view/data-engineer-t500-29045-at-stolt-nielsen-4461571566?position=27&pageNum=0&refId=bND790am0%2FMCxjETYB%2FBqw%3D%3D&trackingId=I8%2Fnj5FiyN%2FpVViRru8%2Bcg%3D%3D
Senior Data Engineer,Takeda,India,India,2026-08-15,https://in.linkedin.com/jobs/view/senior-data-engineer-at-takeda-4433721995?position=31&pageNum=0&refId=bND790am0%2FMCxjETYB%2FBqw%3D%3D&trackingId=c%2FDroQZIlMVAOPI2nt25VA%3D%3D
Senior ETL Data Engineer,Kavi India,India,India,2026-09-10,https://in.linkedin.com/jobs/view/senior-etl-data-engineer-at-kavi-india-4464888149?position=32&pageNum=0&refId=bND790am0%2FMCxjETYB%2FBqw%3D%3D&trackingId=e44w%2F4e9J1lqbyskmd%2Blfg%3D%3D
Senior Data Engineer,Chevron,India,India,2026-08-31,https://in.linkedin.com/jobs/view/senior-data-engineer-at-chevron-4459223912?position=33&pageNum=0&refId=bND790am0%2FMCxjETYB%2FBqw%3D%3D&trackingId=VXFidQH%2FDReHx%2FCdD1T8xw%3D%3D
Azure Databricks Lead,Birlasoft,India,India,2026-09-10,https://in.linkedin.com/jobs/view/azure-databricks-lead-at-birlasoft-4448501160?position=34&pageNum=0&refId=bND790am0%2FMCxjETYB%2FBqw%3D%3D&trackingId=LRsa9GYQ8wWG2elbnvn5MQ%3D%3D
Senior Data Engineer,Entiovi Technologies,India,India,2026-09-08,https://in.linkedin.com/jobs/view/senior-data-engineer-at-entiovi-technologies-4462255783?position=35&pageNum=0&refId=bND790am0%2FMCxjETYB%2FBqw%3D%3D&trackingId=MdvOnvTmZU4LVvSw3hTNWw%3D%3D
Azure Data Engineer,WillWare Technologies,India,India,2026-09-11,https://in.linkedin.com/jobs/view/azure-data-engineer-at-willware-technologies-4466064714?position=39&pageNum=0&refId=bND790am0%2FMCxjETYB%2FBqw%3D%3D&trackingId=jmyBKSg4Eozh%2FB3IU0cN4w%3D%3D
Data Engineer,Fogwing® Operations Management Platform,India,India,2026-04-24,https://in.linkedin.com/jobs/view/data-engineer-at-fogwing%C2%AE-operations-management-platform-4405347076?position=40&pageNum=0&refId=bND790am0%2FMCxjETYB%2FBqw%3D%3D&trackingId=qZXzU6%2FcxbKzBI%2BCfEFwOA%3D%3D
Principal Azure Data Engineer (12 to 15 yrs) (Python / PySpark / SQL/ DataBricks) - Remote India,Nexaminds,India,India,2026-09-05,https://in.linkedin.com/jobs/view/principal-azure-data-engineer-12-to-15-yrs-python-pyspark-sql-databricks-remote-india-at-nexaminds-4463732128?position=41&pageNum=0&refId=bND790am0%2FMCxjETYB%2FBqw%3D%3D&trackingId=Gh0Net92N8niAJ%2FFvePZ8A%3D%3D
Data Engineer,gentle.money,India,India,2026-09-08,https://in.linkedin.com/jobs/view/data-engineer-at-gentle-money-4462293532?position=42&pageNum=0&refId=bND790am0%2FMCxjETYB%2FBqw%3D%3D&trackingId=RRB3Sl8iTEK1QlUMVfcjkw%3D%3D
Data Engineer (Data+AI),EY,India,India,2026-09-10,https://in.linkedin.com/jobs/view/data-engineer-data%2Bai-at-ey-4443298333?position=43&pageNum=0&refId=bND790am0%2FMCxjETYB%2FBqw%3D%3D&trackingId=QGpy33B9Grjy2xdU8AdqdQ%3D%3D
Senior Data Engineer – Microsoft Fabric & Data Integration - Pune/Chennai,Wolters Kluwer,India,India,2026-09-02,https://in.linkedin.com/jobs/view/senior-data-engineer-%E2%80%93-microsoft-fabric-data-integration-pune-chennai-at-wolters-kluwer-4443133794?position=48&pageNum=0&refId=bND790am0%2FMCxjETYB%2FBqw%3D%3D&trackingId=sVNP4yzQCZNEAJqzPjx75g%3D%3D
Senior Data Engineer,Datavail,India,India,2026-09-10,https://in.linkedin.com/jobs/view/senior-data-engineer-at-datavail-4465867486?position=49&pageNum=0&refId=bND790am0%2FMCxjETYB%2FBqw%3D%3D&trackingId=7gEMZdpwcinrGypbEkkXGQ%3D%3D
Data Engineer III,Pearson,India,India,2026-09-08,https://in.linkedin.com/jobs/view/data-engineer-iii-at-pearson-4463200351?position=50&pageNum=0&refId=bND790am0%2FMCxjETYB%2FBqw%3D%3D&trackingId=FAHGSgkchSr62hhgtnxt9A%3D%3D
Data Engineer II,InXiteOut,India,India,2026-08-17,https://in.linkedin.com/jobs/view/data-engineer-ii-at-inxiteout-4454256421?position=55&pageNum=0&refId=bND790am0%2FMCxjETYB%2FBqw%3D%3D&trackingId=v4qaKt8c4IuPa2OhFeDSWA%3D%3D
Data Engineer,UST,India,India,2026-09-08,https://in.linkedin.com/jobs/view/data-engineer-at-ust-4462502865?position=56&pageNum=0&refId=bND790am0%2FMCxjETYB%2FBqw%3D%3D&trackingId=h22%2BaqdImT7c3yqHwYvYsQ%3D%3D
Data Engineer III - Databricks,The Standard India,India,India,2026-09-07,https://in.linkedin.com/jobs/view/data-engineer-iii-databricks-at-the-standard-india-4462946419?position=57&pageNum=0&refId=bND790am0%2FMCxjETYB%2FBqw%3D%3D&trackingId=7fU%2B%2B4jRUGAf3ftBHm8ORA%3D%3D
FBS Data Engineer,Capgemini,India,India,2026-09-10,https://in.linkedin.com/jobs/view/fbs-data-engineer-at-capgemini-4453874208?position=58&pageNum=0&refId=bND790am0%2FMCxjETYB%2FBqw%3D%3D&trackingId=qCRifKMW9KXEewWyrObKZQ%3D%3D
