title,company,location,city,date,link
Associate - Python Data Engineer - GDC,PwC India,India,India,2026-06-02,https://in.linkedin.com/jobs/view/associate-python-data-engineer-gdc-at-pwc-india-4291069034?position=1&pageNum=0&refId=an9k1J73nV7ynKUYfFzHWg%3D%3D&trackingId=PuKMn7U8bZMiJluUohFKsQ%3D%3D
"Data Engineer, Play Data Science and Analytics",Google,India,India,2026-06-01,https://in.linkedin.com/jobs/view/data-engineer-play-data-science-and-analytics-at-google-4418755911?position=2&pageNum=0&refId=an9k1J73nV7ynKUYfFzHWg%3D%3D&trackingId=OATXfmcsXImgIZ%2BgtpXUEQ%3D%3D
Data Engineer,Capgemini,India,India,2026-05-28,https://in.linkedin.com/jobs/view/data-engineer-at-capgemini-4404139993?position=5&pageNum=0&refId=an9k1J73nV7ynKUYfFzHWg%3D%3D&trackingId=xXlSLgx2i18XzOhIB%2FGj8Q%3D%3D
Data Engineer,Persistent Systems,India,India,2026-06-08,https://in.linkedin.com/jobs/view/data-engineer-at-persistent-systems-4421929804?position=6&pageNum=0&refId=an9k1J73nV7ynKUYfFzHWg%3D%3D&trackingId=3IylVrP5uZa0iXisT2DqVw%3D%3D
Data Engineer,Persistent Systems,India,India,2026-05-22,https://in.linkedin.com/jobs/view/data-engineer-at-persistent-systems-4414082795?position=7&pageNum=0&refId=an9k1J73nV7ynKUYfFzHWg%3D%3D&trackingId=G0k075aG%2FWNzS0L4cUyj%2FQ%3D%3D
Data Engineer,Tech Mahindra,India,India,2026-06-01,https://in.linkedin.com/jobs/view/data-engineer-at-tech-mahindra-4418753244?position=8&pageNum=0&refId=an9k1J73nV7ynKUYfFzHWg%3D%3D&trackingId=bo5rwpU44eIf5xxPFmFyow%3D%3D
Data Engineer,Capgemini,India,India,2026-06-12,https://in.linkedin.com/jobs/view/data-engineer-at-capgemini-4424852665?position=11&pageNum=0&refId=an9k1J73nV7ynKUYfFzHWg%3D%3D&trackingId=wCJVAbbtMj8cXX2WCA9H0g%3D%3D
Data Engineer,Birla Opus,India,India,2026-06-16,https://in.linkedin.com/jobs/view/data-engineer-at-birla-opus-4419148899?position=13&pageNum=0&refId=an9k1J73nV7ynKUYfFzHWg%3D%3D&trackingId=fLpB6I2v56zk4UVTnBTQYA%3D%3D
Data Engineer,AB InBev GCC India,India,India,2026-06-06,https://in.linkedin.com/jobs/view/data-engineer-at-ab-inbev-gcc-india-4421546510?position=14&pageNum=0&refId=an9k1J73nV7ynKUYfFzHWg%3D%3D&trackingId=VRH46PxSF8ymelY%2FmpDjKA%3D%3D
Applied AI and Data Engineer,Google,India,India,2026-06-12,https://in.linkedin.com/jobs/view/applied-ai-and-data-engineer-at-google-4416553170?position=19&pageNum=0&refId=an9k1J73nV7ynKUYfFzHWg%3D%3D&trackingId=FRpEC0bFKJRVCHCnhGUwPg%3D%3D
